,Symbol,Name,Rank,Price,Change24h,MarketCap,Volume24h,Supply,Category
453,DIA,DIA,455,0.24852281,-1.54%,27461000.0,8474000.0,110496000.0,"Oracles, Data management & AI, Web3"
454,BLOK,Bloktopia,456,0.0015578,-0.57%,27319000.0,305915.0,17537000000.0,"NFTs & Collectibles, Metaverse"
455,NEST,NEST Protocol,457,0.00932,2.98%,48282000.0,4936000.0,5180000000.0,"Oracles, DeFi"
456,AURORA,Aurora,458,0.08240000,17.82%,27197000.0,1475000.0,330062000.0,Interoperability
457,DNT,district0x,459,0.0270,-2.17%,20291000.0,520102.0,751533000.0,"Payments, Social, media & Content, Web3"
458,RVF,RocketX exchange,460,0.36041,12.16%,27021000.0,680358.0,74974000.0,Interoperability
459,GAS,Gas,461,2.6393383,-0.98%,26732000.0,2564000.0,10128000.0,"Cryptocurrencies, Payments"
460,H2O,H2O DAO,462,0.1182,-0.76%,26602000.0,179669.0,225062000.0,"Social, media & Content, DAO"
461,LTO,LTO Network,463,0.06343846,-2.44%,26508000.0,1040000.0,417856000.0,"Identity, Enterprise solutions"
462,LIT,Litentry,464,0.6668,-1.38%,N/A,3084000.0,N/A,"Data management & AI, Identity, DeFi, Web3"
463,QUICK,QuickSwap,465,50.92,0.79%,26173000.0,235741.0,513996.99999999994,"Decentralized exchange, DeFi"
464,AQT,Alpha Quark Token,466,0.98473,0.56%,26234000.0,864373.0,26641000.0,"NFTs & Collectibles, Marketplace"
465,BAKE,BakeryToken,467,0.09017770,-4.75%,26131000.0,9471000.0,289771000.0,"Decentralized exchange, NFTs & Collectibles, DeFi, Marketplace"
466,KIN,Kin,468,0.00001174,-7.34%,25913000.0,426482.0,N/A,"Social, media & Content, Web3"
467,BIFI,Beefy Finance,469,327.70000000,0.35%,26216000.0,139808.0,80000.0,DeFi
468,QTCON,Quiztok,470,0.0041181,4.80%,26074000.0,116262.0,6332000000.0,"Social, media & Content"
469,TLOS,Telos,471,0.09566,-5.01%,25840000.0,1318000.0,270123000.0,"Smart contract platforms, NFTs & Collectibles"
470,HELLO,HELLO Labs,472,0.040971,-0.13%,25833000.0,831459.0,630524000.0,"NFTs & Collectibles, Social, media & Content"
471,XCN,Onyxcoin,473,0.00103,1.98%,25576000.0,2608000.0,24831000000.0,Enterprise solutions
472,PHB,Phoenix Global (new),474,0.58215647,-0.72%,25367000.0,3144000.0,43574000.0,"Smart contract platforms, Oracles, Data management & AI, Enterprise solutions, Web3"
473,QUICK,Quickswap[New],475,0.04787358,-2.96%,25373000.0,6969000.0,530000000.0,N/A
474,CREAM,Cream Finance,476,13.612,-2.19%,10430000.0,535853.0,766259.0,"Decentralized exchange, Lending & Borrowing, DeFi, DAO"
475,GOG,Guild of Guardians,477,0.0615,-16.21%,24394000.0,645626.0,396648000.0,Gaming
476,MPL,Maple,478,5.71,-0.52%,44356000.0,1232000.0,7768000.0,"Lending & Borrowing, DeFi"
477,QUACK,RichQUACK.com,479,0.0000000000000,3.49%,24688000.0,294712.0,N/A,"Memes, Loyalty & Rewards, DeFi, Metaverse"
478,VLX,Velas,480,0.00997,3.32%,24777000.0,493972.0,2485000000.0,Smart contract platforms
479,MULTI,Multichain,481,1.6973908,-0.20%,32829000.0,3928000.0,19341000.0,"Interoperability, Web3"
480,QI,BENQI,482,0.00635919,-1.10%,24405000.0,805736.0,3838000000.0,"Lending & Borrowing, Derivatives, DeFi"
481,DIONE,Dione Protocol,483,0.00257974,-2.99%,24536000.0,1443000.0,9511000000.0,DeFi
482,WNCG,Wrapped NCG (Nine Chronicles Gold),484,0.08062,-0.25%,24624000.0,936390.0,305436000.0,"Wrapped Tokens, Gaming"
483,TSUKA,Dejitaru Tsuka,485,0.022591,-1.58%,22591000.0,647812.0,1000000000.0,Memes
484,NVIR,NvirWorld,486,0.022890,-0.30%,24092000.0,1004999.9999999999,1052999999.9999999,"NFTs & Collectibles, Marketplace"
485,NPT,Neopin,487,0.4529,-1.44%,23978000.0,325153.0,52944000.0,"Gaming, DeFi"
486,QRDO,Qredo,488,0.064600,2.73%,23972000.0,560539.0,371088000.0,"Asset management, Enterprise solutions"
487,ALCX,Alchemix,489,12.564495,-1.56%,23877000.0,820197.0,1900000.0,"Lending & Borrowing, DeFi"
488,KLV,Klever,490,0.002543,-1.78%,22584000.0,1193000.0,8881000000.0,Payments
489,BOND,BarnBridge,491,2.9295754,0.86%,27216000.0,2313000.0,9290000.0,"Derivatives, DeFi, DAO"
490,KP3R,Keep3rV1,492,54.11,0.76%,26492000.0,1198000.0,489601.0,"DeFi, Jobs"
491,NTX,NuNet,493,0.04648,-0.56%,23430000.0,28296.0,504085000.0,Data management & AI
492,SPS,Splintershards,494,0.02186,-4.00%,22805000.0,177934.0,1042999999.9999999,"Gaming, NFTs & Collectibles"
493,ALPINE,Alpine F1 Team Fan Token,495,2.00213962,-0.04%,22744000.0,2548000.0,11360000.0,"Sports, Fan Tokens"
494,BOBA,Boba Network,496,0.1322,-0.30%,45243000.0,819895.0,342229000.0,"Interoperability, Scaling, Layer 1"
495,ALPACA,Alpaca Finance,497,0.15037005,-1.25%,22713000.0,2555000.0,151045000.0,"Lending & Borrowing, DeFi"
496,DG,Decentral Games,498,0.031579,-3.71%,22551000.0,107456.0,714101000.0,"Gaming, NFTs & Collectibles, Metaverse"
497,GF,GuildFi,499,0.05766956,-0.38%,22376000.0,877502.0,388011000.0,"Gaming, Marketplace"
498,DATA,Streamr,500,0.02360185,-0.85%,18098000.0,917720.0,766816000.0,"Distributed computing & Storage, Internet of things, Data management & AI, Web3"
499,MXC,MXC,501,0.00841,0.00%,22220000.0,1345000.0,2642000000.0,"Internet of things, Web3"
500,WAIT,Hourglass,502,0.2277,2.94%,22305000.0,103565.0,97960000.0,N/A
501,VEED,VIMworld,503,0.004004,-3.96%,22288000.0,101508.0,5566000000.0,"NFTs & Collectibles, Marketplace"
502,ORN,Orion Protocol,504,0.64558190,-2.25%,22184000.0,2273000.0,34362000.0,"Decentralized exchange, DeFi"
503,TROY,TROY,505,0.002522,-0.04%,21752000.0,1686000.0,8625000000.0,"Centralized exchange, Decentralized exchange, Asset management"
504,ONIT,ONBUFF,506,0.02819,-1.19%,21708000.0,254041.0,770075000.0,"NFTs & Collectibles, Marketplace"
505,CITY,Manchester City Fan Token,507,3.34553395,-0.24%,21578000.0,2933000.0,6450000.0,"Sports, Fan Tokens"
506,REI,REI Network,508,0.02268,-0.61%,21546000.0,925907.0,950000000.0,Scaling
507,CLV,CLV,509,0.0367,-0.55%,21410000.0,3313000.0,583388000.0,Interoperability
508,FIRO,Firo,510,1.6732635,-0.81%,21213000.0,421802.0,12677000.0,"Privacy, Cryptocurrencies"
509,STRM,StreamCoin,511,0.014263,0.53%,21289000.0,10039000.0,1493000000.0,"NFTs & Collectibles, Social, media & Content"
510,SD,Stader,512,0.7514,-0.98%,21202000.0,788339.0,28217000.0,Derivatives
511,BLZ,Bluzelle,513,0.05175825,-1.44%,21080000.0,1325000.0,407287000.0,"Smart contract platforms, Distributed computing & Storage"
512,DEGO,Dego Finance,514,1.49077014,-1.92%,21107000.0,1095000.0,14159000.0,"NFTs & Collectibles, DeFi, DAO"
513,YLD,YIELD App,515,0.094878,1.12%,21063000.0,335370.0,221998000.0,Asset management
514,COS,Contentos,516,0.00501031,-1.65%,20775000.0,1292000.0,4147000000.0000005,"Social, media & Content"
515,NULS,NULS,517,0.20072768,-0.85%,20765000.0,1505000.0,103450000.0,"Developments tools, Enterprise solutions"
516,UNFI,Unifi Protocol DAO,518,3.7525703,4.45%,N/A,11334000.0,N/A,"Interoperability, DeFi"
517,SRM,Serum,519,0.07736278,0.77%,20365000.0,10257000.0,263245000.0,"Decentralized exchange, DeFi"
518,UFO,UFO Gaming,520,0.0000008000,-1.05%,20627000.0,496023.0,N/A,"Gaming, NFTs & Collectibles, Metaverse"
519,KAI,KardiaChain,521,0.0042653,-2.14%,20294000.0,111089.0,4758000000.0,"Smart contract platforms, Interoperability, Enterprise solutions"
520,ALEPH,Aleph.im,522,0.0827,-2.48%,20445000.0,134380.0,247220000.0,"Distributed computing & Storage, Identity"
521,KISHU,Kishu Inu,523,0.0000000000000,-0.91%,20924000.0,194395.0,N/A,Memes
522,PSP,ParaSwap,524,0.027290,-1.98%,20369000.0,113299.0,746391000.0,DeFi
523,BEAI,BeNFT Solutions,525,15.4944,-4.84%,20914000.0,2102000.0,1350000.0,N/A
524,VAI,VAIOT,526,0.076706,-3.26%,20099000.0,507826.0,262029999.99999997,Data management & AI
525,LADYS,Milady Meme Coin,527,0.00000003000,6.96%,20313000.0,2380000.0,N/A,Memes
526,BRICK,r/FortNiteBR Bricks,528,0.19130,N/A,21278000.0,2270000.0,111230000.0,N/A
527,ADX,Ambire AdEx,529,0.14011089,-0.84%,19992000.0,1139000.0,142685000.0,"Data management & AI, Marketing, Web3"
528,SNEK,Snek,530,0.0002840,3.05%,20117000.0,579604.0,70835000000.0,Memes
529,DERC,DeRace,531,0.18238,0.55%,19577000.0,281266.0,107340000.0,"Gaming, NFTs & Collectibles"
530,LON,Tokenlon Network Token,532,0.43761,0.07%,11112000.0,127877.0,25393000.0,"Decentralized exchange, DeFi"
531,LAZIO,S.S. Lazio Fan Token,533,2.25528150,0.07%,19395000.0,2711000.0,8600000.0,Fan Tokens
532,GRV,Grove Coin,534,0.20585,-2.82%,19573000.0,3067000.0,95083000.0,DeFi
533,NEXA,Nexa,535,0.000008460,-7.10%,19057000.0,873546.0,N/A,"Cryptocurrencies, Smart contract platforms, Scaling, DeFi"
534,TRB,Tellor,536,11.309405,-2.20%,28005000.0,1303000.0,2476000.0,"Oracles, Data management & AI, DeFi, Web3"
535,POLIS,Star Atlas DAO,537,0.126,6.78%,19279000.0,264802.0,153006000.0,"Gaming, Metaverse, DAO"
536,DOME,Everdome,538,0.000993,-1.19%,18866000.0,544786.0,18999000000.0,Metaverse
537,LEVER,LeverFi,539,0.001227,0.00%,18972000.0,2495000.0,15462000000.0,"Asset management, DeFi"
538,GAFI,GameFi.org,540,2.277,-5.86%,18992000.0,113387.0,8340999.999999999,"Gaming, Metaverse, Fundraising"
539,GYEN,GYEN,541,0.006940,-0.29%,18974000.0,54906.0,2734000000.0,"Stablecoins, Asset-backed Stablecoins"
540,OUSD,Origin Dollar,542,0.99845912,0.10%,18994000.0,3556000.0,19024000.0,"Stablecoins, Asset-backed Stablecoins, DeFi"
541,BITCI,Bitcicoin,543,0.0024506,-1.65%,18891000.0,2027000.0000000002,7709000000.0,Enterprise solutions
542,QOM,Shiba Predator,544,0.00000003000,-6.10%,19034000.0,186090.0,N/A,Memes
543,MAP,MAP Protocol,545,0.00852,-1.84%,18788000.0,167276.0,2205000000.0,Interoperability
544,CUDOS,CUDOS,546,0.003245,2.30%,18897000.0,328034.0,5823000000.0,"Distributed computing & Storage, Data management & AI, Scaling"
545,VELO,Velo,547,0.002489,-0.28%,325839.0,6126000.0,130911000.0,"NFTs & Collectibles, Lending & Borrowing"
546,BONK,Bonk,548,0.0000003500,-0.63%,18750000.0,2304000.0,N/A,Memes
547,NOIA,Syntropy,549,0.026676,-3.40%,12785000.0,378750.0,479266000.0,"Internet of things, Scaling, Web3"
548,KWENTA,Kwenta,550,126.80,14.28%,18291000.0,210917.0,144252.0,"Decentralized exchange, Derivatives"
549,PSG,Paris Saint-Germain Fan Token,551,3.78283891,0.42%,18208000.0,1327000.0,4813000.0,"Sports, Fan Tokens"
550,VOXEL,Voxies,552,0.15413596,0.87%,18074000.0,12295000.0,117261000.0,"Gaming, NFTs & Collectibles"
551,THN,Throne,553,0.046104,1.98%,18015000.0,2595000.0,390752000.0,"Social, media & Content, Web3"
552,AST,AirSwap,554,0.10291559,-1.37%,18279000.0,282235.0,177615000.0,"Decentralized exchange, DeFi"
553,MNGO,Mango,555,0.01791167,0.80%,17912000.0,190389.0,1000000000.0,"Decentralized exchange, Derivatives, DeFi, DAO"
554,LOKA,League of Kingdoms Arena,556,0.23875238,0.00%,17638000.0,5049000.0,73875000.0,"Gaming, NFTs & Collectibles, Metaverse"
555,BWO,Battle World,557,0.06625,0.27%,17743000.0,99734.0,267815000.0,"Gaming, NFTs & Collectibles"
556,CHESS,Tranchess,558,0.14361533,0.24%,17683000.0,1446000.0,123130000.0,"Asset management, Derivatives, DeFi"
557,FSN,Fusion,559,0.2368,-2.19%,17585000.0,145136.0,74263000.0,"Payments, DeFi"
558,BURGER,BurgerCities,560,0.4076,-3.02%,17466000.0,4749000.0,42850000.0,"Decentralized exchange, Gaming, DeFi"
559,MARO,Maro,561,0.021159,-5.70%,17624000.0,550338.0,832950000.0,"Social, media & Content"
560,DVF,rhino.fi,562,0.72512000,-1.22%,17510000.0,8913.0,24147000.0,DeFi
561,YOOSHI,YooShi,563,0.00000005000,-0.41%,17317000.0,44318.0,N/A,"Memes, Gaming, NFTs & Collectibles"
562,PORTO,FC Porto Fan Token,564,2.22352458,-0.85%,17343000.0,3123000.0,7800000.0,"Sports, Fan Tokens"
563,IMGNAI,Image Generation AI,565,0.02274,26.19%,17665000.0,844881.0,776833000.0,Data management & AI
564,KILT,KILT Protocol,566,0.347,-4.67%,17149000.0,39551.0,49420000.0,"Identity, Web3"
565,WING,Wing Finance,567,4.8470282,-0.54%,17051000.0,1592000.0,3518000.0,"Lending & Borrowing, DeFi"
566,XPR,Proton,568,0.0008577,-0.02%,16929000.0,490019.0,19737000000.0,"Decentralized exchange, Payments, DeFi"
567,CAPS,Ternoa,569,0.014878,-0.66%,17060000.0,667426.0,1147000000.0,NFTs & Collectibles
568,OPUL,Opulous,570,0.069778,-4.08%,17040000.0,411909.0,244198000.0,"Social, media & Content"
569,FARM,Harvest Finance,571,24.622890,-1.48%,16501000.000000002,786952.0,670146.0,"Decentralized exchange, DeFi, DAO"
570,PTS,Petals,572,0.0014095,17.62%,19909000.0,16459.0,14125000000.0,"Social, media & Content, Web3"
571,HARD,Kava Lend,573,0.12465295,-0.10%,16802000.0,1310000.0,134792000.0,"Lending & Borrowing, DeFi"
572,RMRK,RMRK,574,1.7504,-1.34%,16629000.000000002,40645.0,9500000.0,"NFTs & Collectibles, Metaverse"
573,FIS,StaFi,575,0.27371728,-1.82%,16547000.0,1811000.0,60452000.0,"Derivatives, DeFi"
574,WRLD,NFT Worlds,576,0.024054,-1.92%,17129000.0,158778.0,712091000.0,"Gaming, NFTs & Collectibles, Metaverse"
575,ACM,AC Milan Fan Token,577,2.26540950,2.45%,16436000.0,3562000.0,7255000.0,"Sports, Fan Tokens"
576,CENNZ,CENNZnet,578,0.013540,-5.74%,N/A,271260.0,N/A,"Enterprise solutions, Marketplace, Web3"
577,OM,MANTRA,579,0.02187133,-0.79%,16335000.0,1651000.0,746851000.0,"Lending & Borrowing, DeFi, DAO"
578,REV,Revain,580,0.00019121,-0.84%,16265000.0,135932.0,85061000000.0,"Social, media & Content"
579,PNK,Kleros,581,0.02252,-3.80%,16015999.999999998,176006.0,711173000.0,"Oracles, Prediction markets, Payments"
580,BBF,Bubblefong,582,0.11761173,-2.31%,15873000.0,601977.0,134965000.0,"Gaming, Marketplace"
581,VXV,Vectorspace AI,583,0.32376,-1.23%,15836000.0,28339.0,48913000.0,Data management & AI
582,REP,Augur,584,1.4291,-0.91%,11446000.0,1286000.0,8009000.0,"Oracles, Prediction markets"
583,NCT,PolySwarm,585,0.00990,-0.60%,389571.0,208393.0,39351000.0,"Smart contract platforms, Cybersecurity, Web3"
584,DF,dForce,586,0.03600,0.45%,17130000.0,443827.0,475846000.0,"Lending & Borrowing, DeFi"
585,CEUR,Celo Euro,587,1.08843,0.40%,15465000.0,110489.0,14209000.0,"Stablecoins, Algorithmic Stablecoins"
586,VIDT,VIDT DAO,588,0.02033767,0.31%,15660000.0,906553.0,770011000.0,"Smart contract platforms, Gaming, Internet of things, Data management & AI, NFTs & Collectibles, Interoperability, Enterprise solutions, Cybersecurity, Web3"
587,HOPR,HOPR,589,0.0452,-1.31%,15421000.0,283230.0,341174000.0,"Privacy, DAO"
588,GTO,Gifto,590,0.014953,-3.07%,14978000.0,6126000.0,1002000000.0,"Social, media & Content, Loyalty & Rewards"
589,PRQ,PARSIQ,591,0.0822,-0.48%,15228000.0,675563.0,185257000.0,"Smart contract platforms, Data management & AI, DeFi, Analytics, Web3"
590,ATLAS,Star Atlas,592,0.00153684,-0.66%,15066000.0,718397.0,9803000000.0,"Gaming, NFTs & Collectibles, Metaverse"
591,CON,CONUN,593,0.005258,1.47%,15235000.0,28112.0,2897000000.0,"Distributed computing & Storage, Web3"
592,AIDOGE,ArbDoge AI,594,0.00000000000000,N/A,15141000.0,3268000.0,N/A,Memes
593,PIVX,PIVX,595,0.20135175,-0.05%,15218000.0,881100.0,75580000.0,"Privacy, Cryptocurrencies, DAO"
594,RARI,Rarible,596,1.03,-0.96%,11913000.0,122230.0,11566000.0,"NFTs & Collectibles, Marketplace, DAO"
595,FOR,ForTube,597,0.01891348,-0.77%,10664000.0,694547.0,563812000.0,"Lending & Borrowing, DeFi"
596,COVAL,Circuits of Value,598,0.00840,0.48%,14993000.0,76887.0,1785000000.0,"Asset management, DeFi"
597,HSF,Hillstone Finance,599,0.4964,3.69%,14898000.0,111329.0,30011000.0,"Payments, DeFi"
598,SDN,Shiden Network,600,0.240,0.00%,14924000.0,77157.0,62182000.0,"Smart contract platforms, Developments tools, Interoperability"
599,BIDR,BIDR,601,0.000065760,0.35%,14842000.0,8433000.0,225715000000.0,Stablecoins
600,HERO,Metahero,602,0.002906,-1.02%,N/A,228797.0,N/A,"Internet of things, Metaverse, Marketplace"
601,SANTOS,Santos FC Fan Token,603,3.23541126,0.03%,14721000.0,5817000.0,4550000.0,Fan Tokens
602,PLAY,XCAD Network Play,604,0.076251,0.25%,14838000.0,1820000.0,194599000.0,N/A
603,PLU,Pluton,605,8.01,0.63%,32841000.0,459004.0,4099999.9999999995,"Payments, Loyalty & Rewards"
604,FIO,FIO Protocol,606,0.02127612,-3.56%,14738000.0,2267000.0,692683000.0,"Interoperability, Payments"
605,RFOX,RFOX,607,0.011184,-2.78%,20058000.0,344701.0,1793000000.0,"NFTs & Collectibles, Metaverse"
606,SLND,Solend,608,0.40666187,-2.92%,14463000.0,16694.0,35566000.0,"Lending & Borrowing, DeFi"
607,OG,OG Fan Token,609,3.72222812,-0.48%,14489000.0,7618000.0,3893000.0,"Sports, Fan Tokens"
608,HAI,Hacken Token,610,0.02225,2.96%,14375000.0,640673.0,646062000.0,"Smart contract platforms, Data management & AI, Enterprise solutions, Cybersecurity"
609,DC,Dogechain,611,0.0006629,-1.94%,14504000.0,421583.0,21879000000.0,Memes
610,EPX,Ellipsis,612,0.0002099,-0.33%,14244000.0,1349000.0,67861000000.00001,"Decentralized exchange, DeFi"
611,UNCX,UniCrypt,613,305.60,-1.07%,14202000.0,13929.0,46471.0,DeFi
612,VITE,VITE,614,0.01383430,-2.53%,14203000.0,691325.0,1026999999.9999999,"Smart contract platforms, Decentralized exchange, Scaling, Enterprise solutions"
613,FNCY,FNCY,615,0.016197,-4.22%,14141000.0,216795.0,873049000.0,"Gaming, NFTs & Collectibles"
614,BZZ,Swarm,616,0.28168,-0.31%,13935000.0,159711.0,49472000.0,"Developments tools, Distributed computing & Storage"
615,BAX,BABB,617,0.00022183,-4.38%,7259000.0,153578.0,32723999999.999996,Payments
616,APX,ApolloX,618,0.03085,-0.90%,13819000.0,379053.0,447931000.0,"Decentralized exchange, Derivatives, DeFi"
617,BOSON,Boson Protocol,619,0.1204,-2.03%,13778000.0,209209.0,114436000.0,"NFTs & Collectibles, Payments, E-commerce, Marketplace"
618,SAMO,Samoyedcoin,620,0.00376341,-1.09%,13763000.0,181768.0,3657000000.0,Memes
619,AIOZ,AIOZ Network,621,0.0140,2.19%,13576000.0,156245.0,969679000.0,"Distributed computing & Storage, Web3"
620,MSOL,Marinade Staked SOL,622,27.36554557,1.86%,13628000.0,4384000.0,498000.0,"Derivatives, DeFi"
621,VOLT,Volt Inu V2,623,0.000000250000,-2.87%,13490000.0,6771000.0,N/A,"Memes, Cryptocurrencies, Gaming, NFTs & Collectibles, Payments, DAO"
622,FRONT,Frontier,624,0.14869948,-0.97%,12990000.0,1581000.0,87355000.0,"Payments, DeFi"
623,GZONE,GameZone,625,0.016010,2.31%,13450000.0,22068.0,840117000.0,Gaming
624,WTC,Waltonchain,626,0.16039987,-0.42%,4677000.0,348821.0,29161000.0,"Internet of things, Logistics"
625,TORN,Tornado Cash,627,3.2552,1.16%,4920000.0,573838.0,1511000.0,"Privacy, DAO"
626,SNM,SONM (BEP-20),628,0.29271201,1.79%,12969000.0,6927000.0,44308000.0,"Distributed computing & Storage, Web3"
627,FUND,Unification,629,0.3806,1.82%,13111000.0,98001.0,34447000.0,"Oracles, Interoperability, Enterprise solutions, Web3"
628,DOCK,Dock,630,0.01475169,-3.14%,69053000.0,205804.0,4681000000.0,Data management & AI
629,ASM,Assemble Protocol,631,0.00997,-7.43%,12367000.0,372711.0,1240000000.0,"Payments, Loyalty & Rewards, Marketplace"
630,POOLX,Poolz Finance,632,2.7329,4.56%,12713000.0,961646.0,4652000.0,Interoperability
631,CUBE,Somnium Space Cubes,633,1.013100,-1.74%,12664000.0,20601.0,12500000.0,"NFTs & Collectibles, Metaverse, Web3"
632,QRL,Quantum Resistant Ledger,634,0.18484,-1.43%,12558000.0,50309.0,67937000.0,Distributed computing & Storage
633,TAMA,Tamadoge,635,0.008941,-0.48%,12458000.0,863089.0,1393000000.0,Memes
634,SWAP,TrustSwap,636,0.12094,-2.34%,12062000.0,849792.0,99738000.0,DeFi
635,DREP,Drep [new],637,0.25070789,1.82%,12216000.0,5873000.0,48725000.0,"Smart contract platforms, Oracles, DeFi"
636,OOKI,Ooki Protocol,638,0.002679,-2.86%,12212000.0,1226000.0,4559000000.0,"Decentralized exchange, Lending & Borrowing, DeFi"
637,PRE,Presearch,639,0.031080,5.57%,12304000.0,92734.0,395866000.0,"Distributed computing & Storage, Data management & AI, Web3"
638,ALPH,Alephium,640,0.27928,-12.73%,11849000.0,107403.0,42425000.0,"Developments tools, Scaling"
639,TIME,Chrono.tech,641,16.81437975000,-0.45%,11940000.0,286925.0,710112.0,"Payments, Jobs"
640,HTR,Hathor,642,0.04926,-1.06%,12137000.0,389866.0,246378000.0,"Smart contract platforms, Scaling, DeFi"
641,TABOO,TABOO TOKEN,643,0.001149,4.84%,11240000.0,321934.0,9783000000.0,"Social, media & Content"
642,SOUL,Phantasma,644,0.09717,-1.70%,11755000.0,143211.0,120977000.0,"Smart contract platforms, Gaming, NFTs & Collectibles, Layer 1"
643,GMM,Gamium,645,0.00055928,-1.69%,11634000.0,212154.0,20801000000.0,"NFTs & Collectibles, Interoperability, DeFi, Metaverse, DAO"
644,GXA,GALAXIA,646,0.0053251,2.54%,11518000.0,400102.0,2163000000.0,Payments
645,AE,Æternity,647,0.03146,-1.60%,11667000.0,309789.0,370840000.0,Smart contract platforms
646,OAX,OAX,648,0.15125315,-1.17%,8432000.0,755853.0,55745000.0,"Developments tools, DeFi, DAO"
647,FUSE,Fuse Network,649,0.05262,0.11%,11570000.0,524860.0,219882000.0,"Payments, Layer 1"
648,SOLVE,SOLVE,650,0.02066,-1.43%,11771000.0,239313.0,569741000.0,"Enterprise solutions, Health"
649,SOFI,RAI Finance,651,0.034904,-2.21%,11391000.0,416733.0,326355000.0,"Interoperability, Payments"
650,PKF,PolkaFoundry,652,0.0988,-0.60%,11332000.0,263208.0,114692000.0,Developments tools
651,VR,Victoria VR,653,0.007939,-7.41%,11511000.0,527573.0,1450000000.0,"Gaming, Data management & AI, NFTs & Collectibles, Metaverse"
652,CRU,Crust Network,654,0.7922613500,-2.32%,11201000.0,3719000.0,14139000.0,"Distributed computing & Storage, Web3"
653,GFI,Goldfinch,655,0.3833,-1.72%,11168000.0,132283.0,29135000.0,"Lending & Borrowing, DeFi"
654,SQUIDGROW,Squid Grow,656,0.000000010000,3.47%,11046000.0,923949.0,N/A,Memes
655,AGLA,Angola,657,0.02356,-10.32%,11202000.0,26864.0,475450000.0,"NFTs & Collectibles, Social, media & Content"
656,PIT,Pitbull,658,0.0000000000000,0.33%,11041000.0,199933.0,N/A,Memes
657,SOV,Sovryn,659,0.35602,-1.41%,11170000.0,172228.0,31373000.0,"Decentralized exchange, DeFi"
658,CULT,Cult DAO,660,0.000002520,-2.66%,10887000.0,524473.0,N/A,"DeFi, DAO"
659,ATM,Atletico De Madrid Fan Token,661,2.81520208,1.82%,N/A,1565000.0,N/A,"Sports, Fan Tokens"
660,IZI,Izumi Finance,662,0.013638,0.12%,10739000.0,291572.0,787400000.0,DeFi
661,JUV,Juventus Fan Token,663,2.43400000,1.65%,10740000.0,1798000.0,4412000.0,"Sports, Fan Tokens"
662,MLT,MILC Platform,664,0.08749,0.57%,10886000.0,189091.0,124423000.0,"Social, media & Content, Metaverse"
663,STOS,Stratos,665,0.52430,5.77%,10566000.0,373231.0,20152000.0,"Distributed computing & Storage, Web3"
664,NUM,Numbers Protocol,666,0.027702,-0.36%,10597000.0,358955.0,382548000.0,Web3
665,BCD,Bitcoin Diamond,667,0.05607,0.39%,10457000.0,41949.0,186493000.0,Cryptocurrencies
666,PIP,Pip,668,0.09416,3.52%,10495000.0,720944.0,111456000.0,Payments
667,SAITO,Saito,669,0.009837,-0.90%,10480000.0,118449.0,1065000000.0,Gaming
668,DMTR,Dimitra,670,0.0288703,-2.34%,10307000.0,120060.0,357026000.0,"Internet of things, Data management & AI"
669,EGG,Nestree,671,0.003572,-3.56%,10341000.0,66387.0,2895000000.0,"NFTs & Collectibles, Social, media & Content, Marketplace"
670,HVH,HAVAH,672,0.02256,3.92%,10286000.0,818703.0,455936000.0,"NFTs & Collectibles, Interoperability"
671,NWC,Newscrypto,673,0.067362,-6.17%,10131000.0,66137.0,150401000.0,"Metaverse, Education"
672,AMO,AMO Coin,674,0.000532,0.95%,10142000.0,359767.0,19065000000.0,Data management & AI
673,GST,Green Satoshi Token (SOL),675,0.012598,2.36%,10060000.0,337447.0,798505000.0,Move to earn
674,UBT,Unibright,676,0.06604033,-6.04%,9882000.0,15782.0,149643000.0,"Developments tools, Enterprise solutions"
675,AURY,Aurory,677,0.5700,-1.67%,10082000.0,322354.0,17687000.0,"Gaming, NFTs & Collectibles, Metaverse"
676,TOKE,Tokemak,678,0.6178,4.73%,10595000.0,339712.0,17150000.0,DeFi
677,MDAO,MarsDAO,679,0.14217,0.21%,10037000.0,103667.0,70599000.0,DeFi
678,AMB,AirDAO,680,0.00656029,-0.24%,N/A,687030.0,N/A,"Payments, DeFi"
679,GFAL,Games for a living,681,0.01391916,-3.33%,9965000.0,519129.0,715949000.0,"Gaming, NFTs & Collectibles"
680,DIMO,DIMO,682,0.07552,-1.95%,9969000.0,41806.0,132001000.0,"Internet of things, Data management & AI"
681,VIB,Viberate,683,0.04937701,-2.49%,9019000.0,4139000.0000000005,182649000.0,"Social, media & Content"
682,GAL,Galatasaray Fan Token,684,2.3650,-2.60%,9683000.0,1161000.0,4094000.0000000005,"Sports, Fan Tokens"
683,SCLP,Scallop,685,0.15098,1.48%,9751000.0,1472000.0,64583000.0,"Payments, DeFi"
684,FER,Ferro,686,0.01043,-0.57%,9726000.0,26038.0,932530000.0,"Lending & Borrowing, Loyalty & Rewards"
685,NIM,Nimiq,687,0.0009255,1.07%,9670000.0,68641.0,10448000000.0,Payments
686,PEEL,Meta Apes,688,0.06285,-2.01%,9642000.0,604183.0,153411000.0,"Gaming, NFTs & Collectibles"
687,AGI,Delysium,689,0.052747,-0.18%,N/A,694014.0,N/A,"Gaming, Data management & AI, Metaverse"
688,REVV,REVV,690,0.007968,-1.78%,9487000.0,745324.0,1191000000.0,"Gaming, NFTs & Collectibles"
